"Timestamp","Gender","What country do you live in?","If United States, what state?","What is your age?","What is the highest level of education you have completed?","If you obtained more than an Bachelor's (Undergraduate) Degree (like a Masters or PhD), would you recommend it?","Job status","Income level in US Dollars","How long have you been working?","If employed, what is your current job title (without the GIS)?","What industry do you work in?","What desktop GIS software do you use?","What desktop GIS software do you mainly use?","If ArcGIS, are you using Pro?","Do you use any design software to finish your maps?","Is your work primarily vector or raster based?","Apart from GIS software, what other software do you use for your work?","Does your work require programming?","Database of choice?","Do you have a professional certification?","How happy are you with your choice of GIS as profession?","How optimistic are you about the future of GIS as a profession?"
"2019/06/08 2:03:12 AM GMT+1","Male","United States","Ohio","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Specialist","Defense","ArcGIS","ArcGIS","No","No","Vector","GDAL;Python;Oracle","Python;SQL;JavaScript","Oracle","No",6,5
"2019/06/08 2:04:44 AM GMT+1","Male","Cameroon",,"25 to 34","Master's Degree","Yes","Student - University/College","$20,000 - $30,000","1-2 years","Researcher","Academia","Google Earth;R python","SmallWorld","No","No","Raster","Python;R","Python;r","None (ShapeFiles baby)","No",7,8
"2019/06/08 2:16:43 AM GMT+1","Male","Guyana","Not United States","35 to 44","2-Year Degree (Technical, Certificate, Associate's, etc)","No","Mangement","Under $20,000","11-25 years","Technician","NGO","ArcGIS;QGIS","ArcGIS","Primarily","No","50/50","Access","No","None (ShapeFiles baby)","No",10,10
"2019/06/08 2:17:18 AM GMT+1","Male","Canada",,"35 to 44","Bachelor's (Undergraduate) Degree","Maybe","Mangement","$50,000 - $75,000","11-25 years","Specialist","Transportation","ArcGIS;Google Earth;QGIS;georoute","QGIS","No","GIMP","Vector","PostGIS;Python","No","PostgreSQL","No",8,5
"2019/06/08 2:20:38 AM GMT+1","Male","United States","Colorado","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","2-5 years","Specialist","Software Company","QGIS","QGIS",,"InkScape","Vector","GDAL;GIMP;PostGIS;PyCharm;Python;Alteryx","Python;SQL;JavaScript","PostgreSQL","No",10,2
"2019/06/08 2:23:27 AM GMT+1","Male","United States","Arizona","35 to 44","Master's Degree","Maybe","Mid level","$50,000 - $75,000","11-25 years","Analyst","Oil and Gas","ArcGIS;AutoCAD","ArcGIS","No","No","Vector","Access;Python;SQL Server","Python;SQL","SQL Server","No",7,6
"2019/06/08 2:24:55 AM GMT+1","Male","Vietnam",,"18 to 24","Bachelors and Graduate Certificate","Yes","On Sabbatical","Under $20,000","1-2 years","Technician","Transportation","ArcGIS;QGIS","QGIS",,"No","Vector","Python;Excel","No","File Geodatabase (ESRI)","No",9,8
"2019/06/08 2:33:32 AM GMT+1","Male","United States","Oklahoma","35 to 44","Bachelor's (Undergraduate) Degree","No","Mid level","$75,000 - $100,000","5-10 years","Analyst","Oil and Gas","ArcGIS","ArcGIS","No","No","Vector",,"No","File Geodatabase (ESRI)","No",7,7
"2019/06/08 2:34:29 AM GMT+1","Male","United States","Oregon","35 to 44","Master's Degree","Yes","Mangement","$100,000 - $150,000","11-25 years","Manager","Transportation","ArcGIS;QGIS","QGIS","No","Illustrator","Vector","FME;GDAL;Pix4D;Python;SQL Server","No","SQL Server","GISP",7,4
"2019/06/08 2:44:28 AM GMT+1","Male","United States",,"18 to 24","Master's Degree","Yes","Student - University/College","Under $20,000","1-2 years","Research Assistant","Academia","ArcGIS;ERDAS","ArcGIS","No","No","50/50","Python","Python","File Geodatabase (ESRI)","No",7,8
"2019/06/08 2:47:03 AM GMT+1","Female","United States","Oregon","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","2-5 years","Analyst","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","Tableau","No","None (ShapeFiles baby)","No",7,7
"2019/06/08 2:47:56 AM GMT+1","Male","United States","Washington","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","1-2 years","Developer","Local Government","ArcGIS;AutoCAD;QGIS","ArcGIS","A bit","No","Vector","Python;SQL Server","Python;SQL;.NET;C#;JavaScript","SQL Server","No",7,3
"2019/06/08 2:50:55 AM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Coordinator","Local Government","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","No","No","Vector","Access;GDAL;PostGIS;Python","Python","SQLite (SpatiaLite, GeoPackage)","No",8,5
"2019/06/08 2:53:33 AM GMT+1","Female","Australia",,"25 to 34","Master's Degree","Yes","Entry level","$50,000 - $75,000","Under 1 year","Officer","Local Government","ArcGIS;ERDAS;Google Earth;QGIS","ArcGIS","A bit","No","Vector","Access;PyCharm;Python;SQL Server","Python","PostgreSQL","No",5,7
"2019/06/08 2:58:10 AM GMT+1","Female","South Africa",,"18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;Google Earth","ArcGIS","Primarily","No","50/50","PyCharm;Python","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/08 2:59:38 AM GMT+1","Male","United States","Virginia","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","1-2 years","Research Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","A bit","Paint.NET","Vector","Access;Python;SQL Server","No","Oracle","No",8,5
"2019/06/08 3:17:08 AM GMT+1","Male","United States","New Jersey","18 to 24","Bachelor's (Undergraduate) Degree","na","Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;QGIS","QGIS","No","PhotoShop","Vector","Python;R","No","Personal Geodatabase (ESRI)","No",6,8
"2019/06/08 3:35:33 AM GMT+1","Male","United States",,"55 to 64","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Analyst","Transportation","ArcGIS;Google Earth;custom","ArcGIS","50/50","No","Vector","Access;PyCharm;Python;SQL Server","Python;SQL;JavaScript","File Geodatabase (ESRI)","No",9,9
"2019/06/08 3:38:03 AM GMT+1","Male","Brazil",,"25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mid level","$20,000 - $30,000","2-5 years","Analyst","Transportation","ArcGIS;QGIS","QGIS","No","InkScape","Vector","GDAL;GIMP;PostGIS;Python","No","PostgreSQL","No",9,8
"2019/06/08 3:57:35 AM GMT+1","Male","United States","Minnesota","25 to 34","Master's Degree","Maybe","Entry level","$30,000 - $40,000","Under 1 year","Analyst","Environmental","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","No","No","50/50",,"No","File Geodatabase (ESRI)","No",9,9
"2019/06/08 4:09:09 AM GMT+1","Male","Australia",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","1-2 years","Consultant","GIS","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","FME;PyCharm;Python;SQL Server","Python;SQL","SQL Server","No",8,8
"2019/06/08 4:12:12 AM GMT+1","Female","United States","Texas","18 to 24","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student - University/College","$50,000 - $75,000","Not employed.",,,"ArcGIS","ArcGIS","No","No","50/50","InDesign;Python;R","No","None (ShapeFiles baby)","No",7,10
"2019/06/08 4:16:37 AM GMT+1","Female","United States","Georgia","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Analyst","Consulting","ArcGIS;QGIS","ArcGIS","A bit","No","50/50","Access;Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",8,9
"2019/06/08 4:26:52 AM GMT+1","Female","Canada",,"45 to 54","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","11-25 years","Specialist","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","FME;Python","Python;SQL","Oracle","No",5,7
"2019/06/08 4:28:00 AM GMT+1","Male","Canada",,"45 to 54","Bachelor's (Undergraduate) Degree","Yes","Mangement","$75,000 - $100,000","11-25 years","Manager","Environmental","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","Access;Pix4D;Python;SQL Server","No","SQL Server","No",8,8
"2019/06/08 4:30:24 AM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$75,000 - $100,000","5-10 years","Developer","public safety","ArcGIS;Google Earth;JOSM","ArcGIS","Primarily","No","Vector","Access;SQL Server;in-house C# programs","Python;SQL;.NET;C#;JavaScript","SQL Server","No",7,5
"2019/06/08 4:31:10 AM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Civil Engineering","ArcGIS;AutoCAD;Global Mapper;Google Earth","Global Mapper","No","No","50/50","Microstation;Python","No","File Geodatabase (ESRI)","No",8,8
"2019/06/08 4:31:14 AM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Civil Engineering","ArcGIS;AutoCAD;Global Mapper;Google Earth","Global Mapper","No","No","50/50","Microstation;Python","No","File Geodatabase (ESRI)","No",8,8
"2019/06/08 4:31:52 AM GMT+1","Male","United States","Kentucky","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Specialist","Aviation","ArcGIS;AutoCAD;Google Earth","ArcGIS","A bit","No","50/50",,"No","File Geodatabase (ESRI)","GISP",9,9
"2019/06/08 4:37:31 AM GMT+1","Male","United States","Ohio","18 to 24","Bachelor's (Undergraduate) Degree","Maybe","Looking for work","Under $20,000","2-5 years",,,"ArcGIS","ArcGIS","Exclusively","No","Vector","Python","No;Python","None (ShapeFiles baby)","No",10,8
"2019/06/08 4:41:16 AM GMT+1","Male","United States","New Jersey","35 to 44","Bachelor's (Undergraduate) Degree","NA","Mangement","Under $20,000","11-25 years","Manager","Logistics","ArcGIS;Google Earth;ALK/Trimble Maps","Other","No","No","Vector","Access;Python;R;SQL Server","Python;SQL","SQL Server","No",10,10
"2019/06/08 4:41:28 AM GMT+1","Male","United States","Alaska","25 to 34","Bachelor's (Undergraduate) Degree",,"Mangement","$75,000 - $100,000","5-10 years","Manager","Defense","ArcGIS;AutoCAD;ERDAS;Google Earth","ArcGIS","No","No","50/50","SQL Server","No","SQL Server","GISP",7,8
"2019/06/08 4:42:32 AM GMT+1","Female","United States","Indiana","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Researcher","agricultural research","ArcGIS;Google Earth;Ag Studio","ArcGIS","No","No","Raster","Access;in house proprietary software, spotfire","No","None (ShapeFiles baby)","No",5,5
"2019/06/08 4:43:22 AM GMT+1","Male","United States","California","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","$30,000 - $40,000","Under 1 year","Intern","Local Government","ArcGIS;ENVI;Google Earth;QGIS","ArcGIS","Primarily","Illustrator","50/50","Python;SQL Server","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/08 4:49:32 AM GMT+1","Male","Korea, South","Not United States","25 to 34","Master's Degree","Yes","Entry level","$40,000 - $50,000","1-2 years","Developer","Academia","ERDAS;QGIS","QGIS",,"InkScape","Vector","FME;GIMP;PostGIS;Python;R","Python;SQL;JavaScript","PostgreSQL","No",8,9
"2019/06/08 5:08:52 AM GMT+1","Male","United States",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Specialist","Environmental","ArcGIS","ArcGIS","50/50","Illustrator","Vector","Access;Pix4D;Python;SQL Server","No","File Geodatabase (ESRI)","No",6,8
"2019/06/08 5:10:35 AM GMT+1","Male","Canada",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Analyst","Defense","ArcGIS;AutoCAD;Global Mapper;Google Earth","ArcGIS","No","PhotoShop","Vector","Access;FME;Python;SQL Server","Python","File Geodatabase (ESRI)","No",7,5
"2019/06/08 5:12:50 AM GMT+1","Male","United States","Virginia","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Technician","Transportation","ArcGIS;AutoCAD;Global Mapper;Google Earth;Microstation","ArcGIS","No","PhotoShop","50/50","Microstation;Python","Python","Personal Geodatabase (ESRI)","No",7,7
"2019/06/08 5:14:50 AM GMT+1","Prefer not to say","Indonesia",,"Prefer not to say","High School or equivalent",,"Entry level","Under $20,000","2-5 years","Consultant","Consulting","Google Earth;GRASS;QGIS","QGIS",,"No","Vector","PostGIS","not really, but it's simplify things","SQLite (SpatiaLite, GeoPackage)","No",5,6
"2019/06/08 5:15:37 AM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","ArcGIS","ArcGIS","50/50","Illustrator","Vector","Python;Tableau","Python;SQL;JavaScript","SQL Server","GISP",9,9
"2019/06/08 5:19:56 AM GMT+1","Male","United States","Texas","35 to 44","Master's Degree","Yes","Mid level","$75,000 - $100,000","11-25 years","Analyst","Transportation","ArcGIS;Google Earth;QGIS","ArcGIS","A bit","No","Vector","FME;PostGIS;PyCharm;Python;SQL Server","Python","PostgreSQL","GISP",6,5
"2019/06/08 5:22:06 AM GMT+1","Male","South Africa",,"35 to 44","Master's Degree","Yes","Mid level","$40,000 - $50,000","5-10 years","Specialist","GIS","ArcGIS","ArcGIS","50/50","No","Vector","FME;Python;SQL Server","Python","SQL Server","No",4,2
"2019/06/08 5:26:11 AM GMT+1","Male","Germany",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector","FME;PostGIS;Python;R;SQL Server","Python","PostgreSQL","No",4,4
"2019/06/08 5:26:55 AM GMT+1","Female","United States","Georgia","25 to 34","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS","ArcGIS","50/50","Illustrator","Vector",,"No","None (ShapeFiles baby)","No",10,10
"2019/06/08 5:32:35 AM GMT+1","Male","United States","Tennessee","17 or younger","Less than High School",,"Student - High School","Under $20,000","Under 1 year","Research Assistant","GIS","ArcGIS","ArcGIS","Primarily","No","50/50",,"No","File Geodatabase (ESRI)","No",8,10
"2019/06/08 5:52:34 AM GMT+1","Female","United States","Alaska","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years",,"Civil Engineering","ArcGIS;Google Earth;QGIS","ArcGIS","No","No","50/50","Access","No","None (ShapeFiles baby)","No",8,8
"2019/06/08 5:53:41 AM GMT+1","Male","Australia",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Looking for work","$50,000 - $75,000","11-25 years",,,"ArcGIS;Google Earth","ArcGIS","Primarily","No","Vector","FME;Python","Python;SQL","File Geodatabase (ESRI)","No",5,7
"2019/06/08 5:54:22 AM GMT+1","Female","United States","New Jersey","25 to 34","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS","ArcGIS","No","No","50/50",,"No","None (ShapeFiles baby)","No",7,9
"2019/06/08 6:00:59 AM GMT+1","Male","United States","Oregon","25 to 34","Bachelor's (Undergraduate) Degree","IDK","Entry level","$20,000 - $30,000","Under 1 year","Technician","GIS","ArcGIS;Google Earth","ArcGIS","No","No","50/50","Microstation","No","File Geodatabase (ESRI)","Community College GIS Certificate",8,7
"2019/06/08 6:02:44 AM GMT+1","Female","United Kingdom",,"25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Specialist","Civil Engineering","ArcGIS;QGIS","ArcGIS","A bit","No","Vector","FME;Python","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/08 6:15:33 AM GMT+1","Male","United States","Montana","35 to 44","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Engineer","Central Government","ArcGIS","ArcGIS","No","No","Vector","Petra","No","None (ShapeFiles baby)","No",4,9
"2019/06/08 6:23:44 AM GMT+1","Male","United States","Pennsylvania","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$20,000 - $30,000","5-10 years","Technician","Utilities","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","A bit","Illustrator","Vector","Access","Python","PostgreSQL","No",3,7
"2019/06/08 6:27:36 AM GMT+1","Male","United States","New Jersey","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","5-10 years","Developer","Engineering","ArcGIS","ArcGIS","Primarily","No","Vector","PyCharm;Python;SQL Server","Python;SQL;.NET;C#;JavaScript","SQL Server","No",9,9
"2019/06/08 6:27:40 AM GMT+1","Male","United States","New Jersey","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","5-10 years","Developer","Engineering","ArcGIS","ArcGIS","Primarily","No","Vector","PyCharm;Python;SQL Server","Python;SQL;.NET;C#;JavaScript","SQL Server","No",9,9
"2019/06/08 6:30:08 AM GMT+1","Male","United States","New York","35 to 44","Master's Degree","Yes","Mid level","$50,000 - $75,000","1-2 years","Research Analyst","Academia","QGIS","QGIS",,"InkScape","50/50","PostGIS;Python;R","Python;R","PostgreSQL","No",10,10
"2019/06/08 6:31:55 AM GMT+1","Male","Canada",,"35 to 44","Master's Degree","No","Mid level","$50,000 - $75,000","11-25 years","Consultant","Environmental","ArcGIS","ArcGIS","A bit","No","Vector","Python;R;SQL Server","Python","File Geodatabase (ESRI)","No",6,5
"2019/06/08 6:35:04 AM GMT+1","Female","Australia",,"25 to 34","Master's Degree","Maybe","Mid level","$40,000 - $50,000","2-5 years","Research Analyst","Environmental","ArcGIS;Google Earth;GRASS;QGIS","QGIS","50/50","InkScape","50/50","Matlab;R","SQL;matlab, R","File Geodatabase (ESRI)","No",10,10
"2019/06/08 6:41:15 AM GMT+1","Male","United States","Maryland","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","2-5 years","Developer","Consulting","ArcGIS;Google Earth;QGIS","QGIS",,"PowerPoint","Vector","Access;GDAL;Microstation;PostGIS;Python","Python;SQL;JavaScript;Java","PostgreSQL","No",7,7
"2019/06/08 6:58:36 AM GMT+1","Male","United States","Oklahoma","25 to 34","Master's Degree","Yes","Mid level","$40,000 - $50,000","5-10 years","Research Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","No","No","50/50","Python","No","File Geodatabase (ESRI)","No",8,9
"2019/06/08 7:00:09 AM GMT+1","Male","Australia","Not United States","25 to 34","Bachelor's (Undergraduate) Degree","No","Mid level","$50,000 - $75,000","2-5 years","Developer","Natural Resources","ArcGIS;AutoCAD;ERDAS;Global Mapper;QGIS","AutoCAD","A bit","No","50/50","FME;PostGIS;PyCharm;Python;SQL Server","Python;JavaScript","SQL Server","No",7,4
"2019/06/08 7:07:12 AM GMT+1","Male","United States","Arizona","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Research Analyst","Economic development ","ArcGIS","ArcGIS","No","No","Vector","Access","No","None (ShapeFiles baby)","No",8,8
"2019/06/08 7:12:17 AM GMT+1","Male","United States",,"18 to 24","Master's Degree","Maybe","Entry level","$30,000 - $40,000","1-2 years","Specialist","Oil and Gas","ArcGIS;AutoCAD","ArcGIS","No","No","Vector",,"No","PostgreSQL","No",8,4
"2019/06/08 7:17:22 AM GMT+1","Male","United States","Oregon","25 to 34","Bachelor's (Undergraduate) Degree","Maybe","Mid level","$50,000 - $75,000","2-5 years","Specialist","Utilities","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","50/50","No","Vector","GIMP;Python","Python;SQL;JavaScript","File Geodatabase (ESRI)","No",8,6
"2019/06/08 7:28:56 AM GMT+1","Male","Colombia",,"18 to 24","Master's Degree","Yes","Entry level","Under $20,000","Under 1 year","Developer","GIS","ArcGIS","ArcGIS","Primarily","No","Vector","Python;SQL Server","Python;SQL;.NET;C#;JavaScript","File Geodatabase (ESRI)","No",5,6
"2019/06/08 8:09:39 AM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","1-2 years","Technician","Environmental","ArcGIS","ArcGIS","A bit","No","Vector","Python","No","File Geodatabase (ESRI)","No",7,6
"2019/06/08 8:12:07 AM GMT+1","Female","United Kingdom",,"25 to 34","Master's Degree","Maybe","Mid level","$40,000 - $50,000","5-10 years","Geospatial Analyst","Central Government","ArcGIS;QGIS","ArcGIS","A bit","No","Vector","FME;GDAL;PostGIS;Python;R","Python","PostgreSQL","No",8,6
"2019/06/08 8:17:59 AM GMT+1","Male","Mexico",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Under 1 year","Intern","Civil Engineering","ArcGIS;AutoCAD;Google Earth;QGIS","QGIS","A bit","No","50/50","Pix4D;Python","Python","None (ShapeFiles baby)","No",6,7
"2019/06/08 8:55:57 AM GMT+1","Male","South Africa",,"25 to 34","Bachelor's (Undergraduate) Degree","No","Mangement","$100,000 - $150,000","5-10 years","Manager","Natural Resources","ArcGIS","ArcGIS","50/50","No","50/50",,"No","File Geodatabase (ESRI)","No",8,4
"2019/06/08 9:00:58 AM GMT+1","Male","Kazakhstan",,"25 to 34","Master's Degree","Yes","Mangement","Under $20,000","5-10 years","Cartographer","GIS","ArcGIS;QGIS","QGIS","No","No","Vector","FME;GDAL;Microstation;PostGIS;Python","Python;JavaScript","PostgreSQL","No",10,10
"2019/06/08 9:31:54 AM GMT+1","Male","United Kingdom",,"18 to 24","Master's Degree","Yes","Entry level","$30,000 - $40,000","Under 1 year","Consultant","Consulting","ArcGIS;QGIS","ArcGIS","No","I don't make any maps :(","50/50","FME;GDAL;PyCharm;Python;SQL Server","Python;SQL","SQLite (SpatiaLite, GeoPackage)","No",8,4
"2019/06/08 9:39:36 AM GMT+1","Male","Serbia",,"18 to 24","Bachelor's (Undergraduate) Degree","Yes","Student - University/College","Under $20,000","Not employed.",,"GIS","ENVI;QGIS","QGIS",,"PhotoShop","50/50","Python;R","Python","PostgreSQL","No",8,10
"2019/06/08 9:45:53 AM GMT+1","Male","Malaysia",,"25 to 34","Bachelor's (Undergraduate) Degree","Yes","Entry level","$20,000 - $30,000","Under 1 year","Analyst","Oil and Gas","ArcGIS","ArcGIS","No","No","Raster","Python;SQL Server","Python","File Geodatabase (ESRI)","No",9,4
"2019/06/08 9:49:03 AM GMT+1","Male","Hong Kong",,"25 to 34","Bachelor's (Undergraduate) Degree","Yes","Entry level","$20,000 - $30,000","1-2 years","Analyst","IT","ArcGIS","ArcGIS","Exclusively","PhotoShop","Vector","FME;Pix4D;Python;SQL Server","Python;SQL","PostgreSQL","No",6,6
"2019/06/08 9:50:56 AM GMT+1","Male","Philippines",,"25 to 34","Bachelor's (Undergraduate) Degree","Maybe","Mangement","Under $20,000","5-10 years","Manager","IT","ArcGIS;AutoCAD;Google Earth;QGIS","AutoCAD","Exclusively","No","50/50","Access;SQL Server;ORACLE","SQL;C#;JavaScript;Java","SQL Server","No",7,8
"2019/06/08 9:52:29 AM GMT+1","Male","United Kingdom",,"35 to 44","Master's Degree","Yes","Mangement","$50,000 - $75,000","11-25 years","Manager","Local Government","MapInfo;QGIS","MapInfo",,"No","50/50","GDAL;GIMP;PostGIS;Python;R;SQL Server","Python;SQL","PostgreSQL","No",7,7
"2019/06/08 10:02:56 AM GMT+1","Male","Kenya",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","Under $20,000","1-2 years","Research Analyst","Non-Profit","ArcGIS;Google Earth","ArcGIS","Exclusively","No","50/50","Access;Pix4D;Python;R","Python;JavaScript","Personal Geodatabase (ESRI)","No",10,10
"2019/06/08 10:27:51 AM GMT+1","Trans","United Kingdom",,"18 to 24","Master's Degree","Yes","Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;ENVI;ERDAS;Google Earth;QGIS;R, cloud compare, meshlab ","ArcGIS","Primarily","No","Vector","R","R","None (ShapeFiles baby)","No",9,8
"2019/06/08 10:48:43 AM GMT+1","Male","United States","Ohio","35 to 44","Master's Degree","Maybe","Mid level","$50,000 - $75,000","11-25 years","Specialist","Local Government","ArcGIS;QGIS","ArcGIS","A bit","No","Vector","GDAL","SQL;JavaScript","File Geodatabase (ESRI)","No",8,10
"2019/06/08 11:23:02 AM GMT+1","Male","United States","Vermont","35 to 44","Doctorate degree","Maybe","Academic","$50,000 - $75,000","2-5 years","Researcher","Academia","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","50/50","GDAL;PostGIS;Python;R","Java;R","PostgreSQL","No",9,8
"2019/06/08 11:23:05 AM GMT+1","Male","United States","Vermont","35 to 44","Doctorate degree","Maybe","Academic","$50,000 - $75,000","2-5 years","Researcher","Academia","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","50/50","GDAL;PostGIS;Python;R","Java;R","PostgreSQL","No",9,8
"2019/06/08 11:57:21 AM GMT+1","Male","Rwanda",,"35 to 44","Bachelor's (Undergraduate) Degree","Yes","Self employed (Entrepreneur, Freelancer, etc..)","$40,000 - $50,000","5-10 years","Specialist","GIS","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","Illustrator","Vector","Access","No","File Geodatabase (ESRI)","GISP",5,7
"2019/06/08 12:02:55 PM GMT+1","Male","Australia","Not United States","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","1-2 years","Analyst","Engineering","ArcGIS;AutoCAD;ERDAS;Global Mapper;Google Earth","ArcGIS","Primarily","No","Vector","FME","No","File Geodatabase (ESRI)","No",10,10
"2019/06/08 1:09:39 PM GMT+1","Male","United States","Texas","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","2-5 years","Intern","Central Government","ArcGIS","ArcGIS","No","No","Vector",,"Python;Java","SQL Server","No",8,7
"2019/06/08 1:10:46 PM GMT+1","Male","United States","Texas","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","2-5 years","Intern","Central Government","ArcGIS","ArcGIS","No","No","Vector",,"Python;Java","SQL Server","No",8,7
"2019/06/08 1:17:32 PM GMT+1","Male","Canada",,"35 to 44","Master's Degree","Yes","Mangement","$30,000 - $40,000","11-25 years","Project Manager","Archaeology","ArcGIS;Google Earth;QGIS","QGIS","A bit","GIMP","50/50","GIMP;Pix4D","No","None (ShapeFiles baby)","No",6,3
"2019/06/08 1:18:41 PM GMT+1","Prefer not to say","Germany",,"18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Under 1 year","Research Assistant","Academia","ArcGIS;QGIS","ArcGIS","A bit","No","50/50","Python;SQL Server;powerBI","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/08 1:23:16 PM GMT+1","Male","United Kingdom",,"45 to 54","Doctorate degree","Yes","Mid level","$30,000 - $40,000","5-10 years","Analyst","Environmental","ArcGIS;GRASS;QGIS","ArcGIS","A bit","GIMP","50/50","FME;GDAL;GIMP;Python;R;SQL Server","Python;C#;JavaScript","MySQL","CGeog (UK)",3,7
"2019/06/08 1:35:31 PM GMT+1","Prefer not to say","Australia",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Looking for work","Under $20,000","Not employed.",,,"ArcGIS;ENVI;Google Earth","ArcGIS","No","No","50/50",,"Python;SQL","File Geodatabase (ESRI)","No",8,10
"2019/06/08 1:42:33 PM GMT+1","Male","South Africa",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;ENVI","ArcGIS","No","No",,"Python","Python;SQL","None (ShapeFiles baby)","No",8,8
